date,product,category,region,unit_price,quantity,revenue
2025-07-15,SKU-0003,Apparel,South,89.97,3,269.92
2025-07-15,SKU-0021,Electronics,North,487.13,3,1461.39
2025-07-15,SKU-0009,Toys,West,41.45,2,82.9
2025-07-15,SKU-0033,Apparel,South,54.74,1,54.74
2025-07-15,SKU-0046,Electronics,South,352.12,1,352.12
2025-07-15,SKU-0003,Apparel,North,134.37,2,268.74
2025-07-15,SKU-0027,Home,South,167.41,2,334.83
2025-07-15,SKU-0049,Toys,North,130.82,4,523.3
2025-07-15,SKU-0040,Grocery,West,34.98,3,104.95
2025-07-15,SKU-0015,Grocery,East,7.15,4,28.59
2025-07-15,SKU-0015,Grocery,West,22.42,4,89.69
2025-07-15,SKU-0043,Apparel,South,30.37,1,30.37
2025-07-15,SKU-0014,Toys,West,100.99,1,100.99
2025-07-15,SKU-0025,Grocery,South,31.51,2,63.02
2025-07-15,SKU-0001,Electronics,North,339.59,4,1358.36
2025-07-15,SKU-0024,Toys,North,85.52,4,342.08
2025-07-15,SKU-0021,Electronics,East,397.65,1,397.65
2025-07-15,SKU-0017,Home,North,107.99,4,431.95
2025-07-15,SKU-0044,Toys,South,31.71,1,31.71
2025-07-15,SKU-0016,Electronics,North,205.39,3,616.16
2025-07-15,SKU-0039,Toys,West,26.11,3,78.32
2025-07-15,SKU-0021,Electronics,East,437.24,2,874.47
2025-07-15,SKU-0037,Home,North,147.6,4,590.39
2025-07-15,SKU-0035,Grocery,South,23.38,3,70.13
2025-07-15,SKU-0039,Toys,East,134.25,4,537.02
2025-07-15,SKU-0025,Grocery,West,6.33,1,6.33
2025-07-15,SKU-0034,Toys,North,36.87,1,36.87
2025-07-15,SKU-0019,Toys,South,15.63,2,31.26
2025-07-15,SKU-0050,Grocery,West,16.15,3,48.46
2025-07-15,SKU-0014,Toys,South,57.93,1,57.93
2025-07-15,SKU-0037,Home,North,23.39,2,46.79
2025-07-15,SKU-0035,Grocery,East,28.0,2,56.01
2025-07-15,SKU-0013,Apparel,North,156.25,3,468.76
2025-07-15,SKU-0037,Home,North,143.71,3,431.13
2025-07-15,SKU-0050,Grocery,North,13.15,4,52.59
2025-07-15,SKU-0041,Electronics,North,357.45,4,1429.78
2025-07-15,SKU-0038,Apparel,South,115.21,4,460.86
2025-07-15,SKU-0029,Toys,South,176.51,4,706.02
2025-07-15,SKU-0009,Toys,West,171.25,4,684.99
2025-07-15,SKU-0010,Grocery,North,5.93,4,23.7
2025-07-15,SKU-0025,Grocery,West,28.08,3,84.25
2025-07-15,SKU-0040,Grocery,West,39.31,3,117.92
2025-07-15,SKU-0034,Toys,East,106.09,2,212.19
2025-07-15,SKU-0046,Electronics,South,451.09,4,1804.37
2025-07-15,SKU-0012,Home,North,148.67,1,148.67
2025-07-15,SKU-0011,Electronics,North,490.78,4,1963.11
2025-07-15,SKU-0022,Home,East,72.98,1,72.98
2025-07-15,SKU-0020,Grocery,East,37.15,3,111.45
2025-07-15,SKU-0050,Grocery,West,28.9,3,86.69
2025-07-15,SKU-0017,Home,West,51.38,3,154.15
2025-07-15,SKU-0006,Electronics,East,442.94,2,885.88
2025-07-15,SKU-0016,Electronics,South,276.15,4,1104.59
2025-07-15,SKU-0017,Home,South,35.85,2,71.69
2025-07-15,SKU-0028,Apparel,West,107.32,2,214.63
2025-07-15,SKU-0011,Electronics,North,348.21,4,1392.83
2025-07-15,SKU-0045,Grocery,South,26.05,2,52.09
2025-07-15,SKU-0043,Apparel,South,47.08,1,47.08
2025-07-15,SKU-0014,Toys,South,94.97,3,284.9
2025-07-15,SKU-0017,Home,South,133.22,4,532.87
2025-07-15,SKU-0003,Apparel,North,141.05,1,141.05
2025-07-15,SKU-0009,Toys,South,48.13,1,48.13
2025-07-15,SKU-0001,Electronics,West,96.36,2,192.73
2025-07-16,SKU-0035,Grocery,South,10.96,4,43.83
2025-07-16,SKU-0043,Apparel,West,170.44,2,340.88
2025-07-16,SKU-0023,Apparel,South,33.65,1,33.65
2025-07-16,SKU-0040,Grocery,North,35.64,4,142.55
2025-07-16,SKU-0050,Grocery,East,8.76,3,26.28
2025-07-16,SKU-0042,Home,North,96.41,4,385.62
2025-07-16,SKU-0022,Home,West,87.62,3,262.85
2025-07-16,SKU-0047,Home,South,176.23,2,352.46
2025-07-16,SKU-0035,Grocery,North,14.34,1,14.34
2025-07-16,SKU-0043,Apparel,North,135.42,2,270.84
2025-07-16,SKU-0002,Home,North,35.15,1,35.15
2025-07-16,SKU-0040,Grocery,North,37.93,4,151.73
2025-07-16,SKU-0018,Apparel,West,150.06,4,600.24
2025-07-16,SKU-0017,Home,South,64.25,2,128.49
2025-07-16,SKU-0022,Home,South,148.43,4,593.73
2025-07-16,SKU-0037,Home,West,148.13,1,148.13
2025-07-16,SKU-0022,Home,South,137.03,2,274.06
2025-07-16,SKU-0009,Toys,West,109.73,2,219.47
2025-07-16,SKU-0024,Toys,South,94.43,4,377.72
2025-07-16,SKU-0044,Toys,South,35.44,2,70.88
2025-07-16,SKU-0041,Electronics,North,259.72,1,259.72
2025-07-16,SKU-0004,Toys,North,160.78,2,321.56
2025-07-16,SKU-0014,Toys,East,181.22,3,543.67
2025-07-16,SKU-0004,Toys,East,75.51,1,75.51
2025-07-16,SKU-0003,Apparel,South,38.24,3,114.71
2025-07-16,SKU-0010,Grocery,East,12.89,3,38.67
2025-07-16,SKU-0039,Toys,West,73.96,1,73.96
2025-07-16,SKU-0013,Apparel,South,124.98,2,249.97
2025-07-16,SKU-0009,Toys,South,184.07,2,368.13
2025-07-16,SKU-0032,Home,East,182.77,1,182.77
2025-07-16,SKU-0038,Apparel,North,19.41,3,58.23
2025-07-16,SKU-0015,Grocery,North,10.75,3,32.25
2025-07-16,SKU-0023,Apparel,North,64.33,4,257.3
2025-07-16,SKU-0012,Home,East,94.2,1,94.2
2025-07-16,SKU-0020,Grocery,North,7.1,4,28.4
2025-07-16,SKU-0013,Apparel,South,79.18,3,237.54
2025-07-16,SKU-0041,Electronics,South,308.85,4,1235.42
2025-07-16,SKU-0032,Home,West,22.39,4,89.56
2025-07-16,SKU-0017,Home,West,105.71,3,317.14
2025-07-16,SKU-0042,Home,South,93.3,3,279.89
2025-07-16,SKU-0027,Home,North,118.23,3,354.7
2025-07-16,SKU-0028,Apparel,South,132.38,3,397.13
2025-07-16,SKU-0033,Apparel,North,94.85,1,94.85
2025-07-16,SKU-0040,Grocery,North,18.93,1,18.93
2025-07-16,SKU-0038,Apparel,South,134.54,2,269.09
2025-07-16,SKU-0033,Apparel,East,184.1,4,736.39
2025-07-16,SKU-0020,Grocery,South,35.12,4,140.47
2025-07-16,SKU-0036,Electronics,East,137.47,3,412.41
2025-07-16,SKU-0023,Apparel,South,13.2,2,26.39
2025-07-16,SKU-0047,Home,North,70.01,4,280.03
2025-07-16,SKU-0050,Grocery,West,20.73,1,20.73
2025-07-16,SKU-0028,Apparel,North,93.0,4,372.01
2025-07-16,SKU-0022,Home,West,97.9,1,97.9
2025-07-16,SKU-0049,Toys,East,87.63,3,262.9
2025-07-16,SKU-0023,Apparel,East,120.01,2,240.03
2025-07-16,SKU-0011,Electronics,West,293.24,3,879.71
2025-07-16,SKU-0033,Apparel,North,13.02,2,26.05
2025-07-16,SKU-0037,Home,East,112.71,3,338.13
2025-07-16,SKU-0018,Apparel,East,62.18,3,186.55
2025-07-16,SKU-0019,Toys,South,88.14,3,264.43
2025-07-16,SKU-0042,Home,West,88.66,1,88.66
2025-07-16,SKU-0040,Grocery,South,24.96,4,99.85
2025-07-16,SKU-0003,Apparel,South,150.63,3,451.88
2025-07-16,SKU-0034,Toys,North,24.0,4,96.01
2025-07-16,SKU-0041,Electronics,West,145.52,1,145.52
2025-07-16,SKU-0022,Home,South,62.24,2,124.47
2025-07-16,SKU-0014,Toys,North,67.28,2,134.56
2025-07-16,SKU-0006,Electronics,West,137.37,3,412.12
2025-07-16,SKU-0002,Home,West,148.96,1,148.96
2025-07-16,SKU-0016,Electronics,West,116.43,1,116.43
2025-07-16,SKU-0026,Electronics,North,344.7,2,689.4
2025-07-16,SKU-0028,Apparel,West,106.03,2,212.05
2025-07-16,SKU-0015,Grocery,East,31.68,2,63.36
2025-07-16,SKU-0046,Electronics,North,203.22,1,203.22
2025-07-16,SKU-0011,Electronics,South,346.84,2,693.68
2025-07-16,SKU-0027,Home,East,142.22,1,142.22
2025-07-16,SKU-0036,Electronics,North,312.86,3,938.57
2025-07-16,SKU-0029,Toys,South,83.63,3,250.88
2025-07-16,SKU-0030,Grocery,East,25.08,1,25.08
2025-07-16,SKU-0018,Apparel,West,173.37,2,346.74
2025-07-16,SKU-0042,Home,South,142.06,1,142.06
2025-07-16,SKU-0033,Apparel,South,52.75,4,211.02
2025-07-16,SKU-0024,Toys,East,61.06,2,122.11
2025-07-16,SKU-0011,Electronics,East,172.77,2,345.54
2025-07-16,SKU-0032,Home,South,160.56,4,642.22
2025-07-16,SKU-0032,Home,West,44.18,2,88.36
2025-07-16,SKU-0008,Apparel,West,118.71,3,356.13
2025-07-16,SKU-0026,Electronics,North,366.65,1,366.65
2025-07-16,SKU-0040,Grocery,South,20.23,1,20.23
2025-07-16,SKU-0046,Electronics,West,216.07,4,864.29
2025-07-16,SKU-0019,Toys,West,136.91,3,410.72
2025-07-16,SKU-0006,Electronics,North,243.66,2,487.32
2025-07-16,SKU-0037,Home,South,177.16,2,354.32
2025-07-16,SKU-0010,Grocery,South,11.0,2,21.99
2025-07-16,SKU-0017,Home,West,64.47,3,193.41
2025-07-16,SKU-0044,Toys,South,159.64,3,478.91
2025-07-17,SKU-0032,Home,East,39.21,4,156.84
2025-07-17,SKU-0019,Toys,West,130.02,3,390.05
2025-07-17,SKU-0010,Grocery,West,4.97,1,4.97
2025-07-17,SKU-0030,Grocery,East,22.67,3,68.0
2025-07-17,SKU-0041,Electronics,East,408.9,4,1635.59
2025-07-17,SKU-0033,Apparel,North,53.28,2,106.57
2025-07-17,SKU-0038,Apparel,North,196.32,3,588.96
2025-07-17,SKU-0012,Home,South,173.15,3,519.44
2025-07-17,SKU-0013,Apparel,North,145.78,1,145.78
2025-07-17,SKU-0008,Apparel,North,102.41,3,307.22
2025-07-17,SKU-0013,Apparel,South,11.76,1,11.76
2025-07-17,SKU-0019,Toys,East,15.92,3,47.76
2025-07-17,SKU-0032,Home,West,23.45,1,23.45
2025-07-17,SKU-0016,Electronics,South,324.51,2,649.02
2025-07-17,SKU-0021,Electronics,West,167.48,4,669.91
2025-07-17,SKU-0041,Electronics,South,462.48,4,1849.92
2025-07-17,SKU-0012,Home,South,40.52,1,40.52
2025-07-17,SKU-0016,Electronics,West,345.9,3,1037.71
2025-07-17,SKU-0010,Grocery,West,6.81,2,13.63
2025-07-17,SKU-0001,Electronics,East,375.58,2,751.17
2025-07-17,SKU-0018,Apparel,South,52.47,4,209.89
2025-07-17,SKU-0009,Toys,North,77.11,3,231.32
2025-07-17,SKU-0031,Electronics,North,358.43,2,716.86
2025-07-17,SKU-0039,Toys,West,18.33,3,55.0
2025-07-17,SKU-0022,Home,South,133.65,4,534.59
2025-07-17,SKU-0036,Electronics,North,178.68,3,536.03
2025-07-17,SKU-0027,Home,South,147.98,4,591.93
2025-07-17,SKU-0010,Grocery,East,21.74,4,86.97
2025-07-17,SKU-0025,Grocery,West,19.19,3,57.56
2025-07-17,SKU-0046,Electronics,East,449.23,2,898.46
2025-07-17,SKU-0032,Home,South,125.75,4,502.99
2025-07-17,SKU-0022,Home,North,122.48,3,367.44
2025-07-17,SKU-0002,Home,East,171.81,1,171.81
2025-07-17,SKU-0003,Apparel,West,126.85,1,126.85
2025-07-17,SKU-0010,Grocery,West,10.03,3,30.1
2025-07-17,SKU-0045,Grocery,South,11.91,1,11.91
2025-07-17,SKU-0008,Apparel,West,85.61,2,171.22
2025-07-17,SKU-0013,Apparel,North,53.63,4,214.54
2025-07-17,SKU-0042,Home,South,196.25,4,784.99
2025-07-17,SKU-0012,Home,West,116.13,4,464.51
2025-07-17,SKU-0007,Electronics,East,195.37,1,195.37
2025-07-17,SKU-0028,Apparel,North,124.5,3,373.51
2025-07-17,SKU-0003,Apparel,North,40.63,4,162.51
2025-07-17,SKU-0016,Electronics,East,467.21,2,934.41
2025-07-17,SKU-0026,Electronics,East,230.15,2,460.29
2025-07-17,SKU-0014,Toys,South,65.92,2,131.84
2025-07-17,SKU-0018,Apparel,North,106.09,3,318.27
2025-07-17,SKU-0050,Grocery,South,21.06,2,42.11
2025-07-17,SKU-0008,Apparel,East,146.29,4,585.16
2025-07-17,SKU-0009,Toys,West,89.17,2,178.35
2025-07-17,SKU-0003,Apparel,South,88.58,3,265.75
2025-07-17,SKU-0040,Grocery,South,37.68,4,150.73
2025-07-17,SKU-0015,Grocery,South,31.08,4,124.31
2025-07-17,SKU-0018,Apparel,East,199.02,1,199.02
2025-07-17,SKU-0028,Apparel,West,132.26,3,396.77
2025-07-17,SKU-0042,Home,North,117.02,4,468.07
2025-07-17,SKU-0015,Grocery,South,25.73,3,77.2
2025-07-17,SKU-0042,Home,East,41.29,4,165.18
2025-07-17,SKU-0015,Grocery,East,33.96,2,67.91
2025-07-17,SKU-0009,Toys,North,153.14,2,306.28
2025-07-17,SKU-0047,Home,West,186.01,1,186.01
2025-07-17,SKU-0031,Electronics,East,102.59,2,205.17
2025-07-17,SKU-0026,Electronics,East,208.87,1,208.87
2025-07-17,SKU-0022,Home,South,114.98,3,344.95
2025-07-17,SKU-0003,Apparel,West,50.63,4,202.5
2025-07-17,SKU-0046,Electronics,North,205.85,4,823.41
2025-07-17,SKU-0009,Toys,East,100.77,2,201.55
2025-07-17,SKU-0044,Toys,North,20.52,1,20.52
2025-07-17,SKU-0002,Home,East,170.13,3,510.38
2025-07-17,SKU-0032,Home,South,70.6,3,211.81
2025-07-17,SKU-0047,Home,South,168.64,1,168.64
2025-07-17,SKU-0045,Grocery,East,36.09,4,144.35
2025-07-17,SKU-0014,Toys,North,26.71,4,106.85
2025-07-17,SKU-0024,Toys,South,21.93,2,43.85
2025-07-17,SKU-0001,Electronics,South,327.6,2,655.21
2025-07-17,SKU-0023,Apparel,North,198.33,2,396.66
2025-07-17,SKU-0047,Home,East,88.87,3,266.61
2025-07-17,SKU-0033,Apparel,North,79.61,2,159.22
2025-07-17,SKU-0038,Apparel,East,73.04,3,219.13
2025-07-17,SKU-0036,Electronics,North,431.63,4,1726.51
2025-07-17,SKU-0003,Apparel,North,19.21,1,19.21
2025-07-17,SKU-0010,Grocery,East,21.66,4,86.62
2025-07-17,SKU-0027,Home,East,83.13,3,249.4
2025-07-17,SKU-0001,Electronics,North,102.8,1,102.8
2025-07-17,SKU-0044,Toys,East,110.79,2,221.58
2025-07-17,SKU-0045,Grocery,North,25.51,1,25.51
2025-07-17,SKU-0035,Grocery,West,27.97,1,27.97
2025-07-17,SKU-0045,Grocery,West,19.39,2,38.79
2025-07-17,SKU-0018,Apparel,North,113.15,4,452.58
2025-07-17,SKU-0013,Apparel,North,42.34,2,84.69
2025-07-17,SKU-0023,Apparel,West,13.75,4,54.99
2025-07-17,SKU-0003,Apparel,South,23.86,3,71.59
2025-07-17,SKU-0004,Toys,West,56.57,1,56.57
2025-07-17,SKU-0049,Toys,South,86.9,3,260.7
2025-07-17,SKU-0023,Apparel,North,17.19,2,34.39
2025-07-17,SKU-0015,Grocery,North,6.79,2,13.58
2025-07-17,SKU-0029,Toys,South,29.56,2,59.11
2025-07-17,SKU-0025,Grocery,North,8.09,1,8.09
2025-07-17,SKU-0001,Electronics,West,179.07,4,716.3
2025-07-17,SKU-0041,Electronics,East,250.5,2,500.99
2025-07-17,SKU-0021,Electronics,North,343.31,3,1029.92
2025-07-17,SKU-0010,Grocery,North,19.19,3,57.57
2025-07-17,SKU-0029,Toys,South,65.72,1,65.72
2025-07-17,SKU-0016,Electronics,East,273.52,4,1094.08
2025-07-17,SKU-0033,Apparel,West,48.28,3,144.83
2025-07-17,SKU-0006,Electronics,South,281.31,3,843.92
2025-07-17,SKU-0004,Toys,West,162.77,2,325.53
2025-07-17,SKU-0038,Apparel,South,124.4,2,248.79
2025-07-17,SKU-0022,Home,East,46.86,4,187.44
2025-07-18,SKU-0021,Electronics,South,451.98,1,451.98
2025-07-18,SKU-0013,Apparel,West,72.3,1,72.3
2025-07-18,SKU-0007,Electronics,West,285.97,4,1143.87
2025-07-18,SKU-0033,Apparel,West,166.79,4,667.18
2025-07-18,SKU-0021,Electronics,East,397.72,2,795.43
2025-07-18,SKU-0047,Home,East,43.78,3,131.34
2025-07-18,SKU-0039,Toys,West,67.51,4,270.02
2025-07-18,SKU-0009,Toys,North,47.95,2,95.89
2025-07-18,SKU-0009,Toys,South,115.42,4,461.67
2025-07-18,SKU-0026,Electronics,South,219.48,3,658.45
2025-07-18,SKU-0028,Apparel,West,136.95,4,547.81
2025-07-18,SKU-0050,Grocery,North,39.68,3,119.05
2025-07-18,SKU-0016,Electronics,East,118.87,2,237.75
2025-07-18,SKU-0004,Toys,South,147.93,3,443.8
2025-07-18,SKU-0009,Toys,West,130.12,1,130.12
2025-07-18,SKU-0030,Grocery,South,9.81,2,19.61
2025-07-18,SKU-0019,Toys,South,57.67,2,115.35
2025-07-18,SKU-0015,Grocery,South,15.77,3,47.3
2025-07-18,SKU-0028,Apparel,South,184.41,1,184.41
2025-07-18,SKU-0039,Toys,East,26.43,2,52.86
2025-07-18,SKU-0043,Apparel,North,17.82,4,71.28
2025-07-18,SKU-0027,Home,West,124.43,1,124.43
2025-07-18,SKU-0039,Toys,West,75.32,2,150.65
2025-07-18,SKU-0014,Toys,North,56.88,3,170.65
2025-07-18,SKU-0021,Electronics,East,405.75,2,811.51
2025-07-18,SKU-0037,Home,South,167.59,3,502.77
2025-07-18,SKU-0044,Toys,West,18.04,2,36.09
2025-07-18,SKU-0036,Electronics,North,205.21,3,615.63
2025-07-18,SKU-0035,Grocery,East,30.7,3,92.11
2025-07-18,SKU-0039,Toys,West,183.51,1,183.51
2025-07-18,SKU-0027,Home,West,133.68,3,401.04
2025-07-18,SKU-0015,Grocery,South,25.04,4,100.15
2025-07-18,SKU-0033,Apparel,East,165.62,2,331.25
2025-07-18,SKU-0002,Home,West,37.02,1,37.02
2025-07-18,SKU-0025,Grocery,South,38.22,4,152.87
2025-07-18,SKU-0020,Grocery,South,33.64,4,134.58
2025-07-18,SKU-0030,Grocery,North,39.89,1,39.89
2025-07-18,SKU-0030,Grocery,East,27.06,3,81.17
2025-07-18,SKU-0015,Grocery,North,29.7,2,59.4
2025-07-18,SKU-0030,Grocery,East,11.11,4,44.43
2025-07-18,SKU-0046,Electronics,North,159.36,4,637.43
2025-07-18,SKU-0003,Apparel,North,26.34,4,105.36
2025-07-18,SKU-0021,Electronics,East,470.68,2,941.35
2025-07-18,SKU-0022,Home,South,195.89,2,391.78
2025-07-18,SKU-0006,Electronics,South,252.89,2,505.78
2025-07-18,SKU-0015,Grocery,North,28.45,2,56.9
2025-07-18,SKU-0026,Electronics,South,164.51,3,493.52
2025-07-18,SKU-0037,Home,East,115.02,1,115.02
2025-07-18,SKU-0026,Electronics,North,148.63,2,297.27
2025-07-18,SKU-0026,Electronics,West,192.41,4,769.65
2025-07-18,SKU-0035,Grocery,East,9.98,2,19.97
2025-07-18,SKU-0015,Grocery,West,4.16,2,8.31
2025-07-18,SKU-0023,Apparel,South,77.15,1,77.15
2025-07-18,SKU-0050,Grocery,North,32.06,2,64.12
2025-07-18,SKU-0047,Home,West,132.74,4,530.95
2025-07-18,SKU-0015,Grocery,East,37.33,4,149.32
2025-07-18,SKU-0002,Home,East,94.15,2,188.31
2025-07-18,SKU-0016,Electronics,North,387.3,2,774.61
2025-07-18,SKU-0026,Electronics,West,165.76,4,663.04
2025-07-18,SKU-0039,Toys,West,34.54,1,34.54
2025-07-18,SKU-0008,Apparel,West,150.36,4,601.46
2025-07-18,SKU-0024,Toys,South,167.06,2,334.13
2025-07-18,SKU-0037,Home,North,94.66,3,283.99
2025-07-18,SKU-0002,Home,North,152.03,3,456.08
2025-07-18,SKU-0048,Apparel,North,110.78,4,443.1
2025-07-18,SKU-0001,Electronics,North,160.61,3,481.82
2025-07-18,SKU-0033,Apparel,North,31.03,3,93.1
2025-07-18,SKU-0038,Apparel,West,20.49,3,61.47
2025-07-18,SKU-0008,Apparel,East,36.86,4,147.46
2025-07-18,SKU-0034,Toys,North,130.19,1,130.19
2025-07-18,SKU-0031,Electronics,East,167.25,4,668.99
2025-07-18,SKU-0003,Apparel,South,49.82,1,49.82
2025-07-18,SKU-0027,Home,North,199.78,3,599.35
2025-07-18,SKU-0005,Grocery,South,15.96,1,15.96
2025-07-18,SKU-0002,Home,West,183.39,4,733.56
2025-07-18,SKU-0041,Electronics,East,253.08,1,253.08
2025-07-18,SKU-0026,Electronics,North,358.56,2,717.12
2025-07-18,SKU-0042,Home,South,173.48,2,346.96
2025-07-18,SKU-0046,Electronics,North,208.63,4,834.52
2025-07-18,SKU-0028,Apparel,East,42.53,2,85.06
2025-07-18,SKU-0031,Electronics,West,342.94,1,342.94
2025-07-18,SKU-0027,Home,South,42.01,2,84.03
2025-07-18,SKU-0044,Toys,North,122.38,4,489.53
2025-07-18,SKU-0034,Toys,South,98.94,3,296.81
2025-07-18,SKU-0018,Apparel,North,196.41,1,196.41
2025-07-18,SKU-0025,Grocery,East,8.39,1,8.39
2025-07-18,SKU-0032,Home,South,57.42,2,114.83
2025-07-18,SKU-0023,Apparel,West,63.52,3,190.57
2025-07-18,SKU-0047,Home,West,47.65,2,95.31
2025-07-18,SKU-0045,Grocery,West,15.7,4,62.78
2025-07-18,SKU-0041,Electronics,West,225.64,3,676.91
2025-07-18,SKU-0019,Toys,East,66.6,4,266.38
2025-07-18,SKU-0024,Toys,West,10.2,2,20.4
2025-07-18,SKU-0034,Toys,East,123.7,3,371.11
2025-07-18,SKU-0003,Apparel,West,65.11,3,195.33
2025-07-18,SKU-0036,Electronics,South,361.79,3,1085.36
2025-07-18,SKU-0045,Grocery,South,5.38,2,10.76
2025-07-18,SKU-0031,Electronics,West,358.08,1,358.08
2025-07-18,SKU-0044,Toys,East,73.25,2,146.5
2025-07-18,SKU-0015,Grocery,South,37.39,1,37.39
2025-07-18,SKU-0032,Home,West,43.19,1,43.19
2025-07-18,SKU-0038,Apparel,North,135.83,1,135.83
2025-07-18,SKU-0037,Home,North,177.06,1,177.06
2025-07-18,SKU-0041,Electronics,West,290.52,1,290.52
2025-07-18,SKU-0043,Apparel,West,34.35,2,68.7
2025-07-18,SKU-0030,Grocery,West,34.48,3,103.43
2025-07-18,SKU-0024,Toys,South,83.07,3,249.2
2025-07-18,SKU-0048,Apparel,West,146.18,3,438.53
2025-07-18,SKU-0011,Electronics,South,203.74,3,611.22
2025-07-18,SKU-0048,Apparel,West,91.08,3,273.24
2025-07-18,SKU-0014,Toys,East,11.79,3,35.38
2025-07-18,SKU-0013,Apparel,South,183.9,3,551.7
2025-07-18,SKU-0010,Grocery,East,20.57,3,61.72
2025-07-18,SKU-0021,Electronics,West,456.86,1,456.86
2025-07-18,SKU-0027,Home,North,115.75,3,347.24
2025-07-18,SKU-0024,Toys,East,91.54,3,274.62
2025-07-18,SKU-0031,Electronics,South,378.57,1,378.57
2025-07-18,SKU-0047,Home,North,129.15,3,387.46
2025-07-18,SKU-0008,Apparel,East,168.77,2,337.54
2025-07-19,SKU-0004,Toys,East,94.15,2,188.31
2025-07-19,SKU-0016,Electronics,East,338.12,4,1352.47
2025-07-19,SKU-0001,Electronics,North,388.64,3,1165.91
2025-07-19,SKU-0039,Toys,North,67.7,1,67.7
2025-07-19,SKU-0022,Home,North,89.94,1,89.94
2025-07-19,SKU-0004,Toys,East,137.05,3,411.16
2025-07-19,SKU-0014,Toys,South,19.14,1,19.14
2025-07-19,SKU-0029,Toys,South,161.42,3,484.27
2025-07-19,SKU-0040,Grocery,East,26.04,4,104.16
2025-07-19,SKU-0012,Home,North,25.44,4,101.76
2025-07-19,SKU-0022,Home,East,177.84,1,177.84
2025-07-19,SKU-0023,Apparel,North,78.47,2,156.95
2025-07-19,SKU-0015,Grocery,North,36.74,4,146.96
2025-07-19,SKU-0040,Grocery,North,30.63,3,91.89
2025-07-19,SKU-0021,Electronics,North,301.91,1,301.91
2025-07-19,SKU-0007,Electronics,West,372.34,4,1489.35
2025-07-19,SKU-0013,Apparel,East,134.86,3,404.59
2025-07-19,SKU-0042,Home,East,175.08,3,525.24
2025-07-19,SKU-0019,Toys,North,108.02,3,324.06
2025-07-19,SKU-0046,Electronics,South,322.79,2,645.57
2025-07-19,SKU-0038,Apparel,North,174.84,3,524.52
2025-07-19,SKU-0019,Toys,North,120.97,4,483.88
2025-07-19,SKU-0022,Home,West,23.27,3,69.81
2025-07-19,SKU-0010,Grocery,North,36.01,2,72.01
2025-07-19,SKU-0028,Apparel,East,111.54,3,334.62
2025-07-19,SKU-0043,Apparel,West,65.31,1,65.31
2025-07-19,SKU-0007,Electronics,West,438.72,3,1316.15
2025-07-19,SKU-0003,Apparel,West,28.47,4,113.88
2025-07-19,SKU-0004,Toys,West,111.9,1,111.9
2025-07-19,SKU-0021,Electronics,East,432.51,4,1730.03
2025-07-19,SKU-0003,Apparel,West,156.73,4,626.92
2025-07-19,SKU-0028,Apparel,North,140.35,3,421.05
2025-07-19,SKU-0006,Electronics,North,427.02,1,427.02
2025-07-19,SKU-0050,Grocery,North,6.71,3,20.14
2025-07-19,SKU-0039,Toys,West,23.03,3,69.08
2025-07-19,SKU-0045,Grocery,South,35.62,4,142.47
2025-07-19,SKU-0033,Apparel,South,182.2,2,364.4
2025-07-19,SKU-0015,Grocery,West,35.8,1,35.8
2025-07-19,SKU-0035,Grocery,East,8.77,2,17.54
2025-07-19,SKU-0048,Apparel,South,136.93,1,136.93
2025-07-19,SKU-0046,Electronics,West,382.22,1,382.22
2025-07-19,SKU-0033,Apparel,North,180.42,2,360.84
2025-07-19,SKU-0035,Grocery,West,9.78,4,39.1
2025-07-19,SKU-0048,Apparel,South,193.81,1,193.81
2025-07-19,SKU-0002,Home,North,154.34,2,308.68
2025-07-19,SKU-0038,Apparel,South,125.8,1,125.8
2025-07-19,SKU-0008,Apparel,North,55.54,1,55.54
2025-07-19,SKU-0003,Apparel,West,183.07,2,366.14
2025-07-19,SKU-0038,Apparel,South,99.3,3,297.89
2025-07-19,SKU-0021,Electronics,East,338.85,3,1016.55
2025-07-19,SKU-0018,Apparel,North,162.25,1,162.25
2025-07-19,SKU-0044,Toys,North,110.13,2,220.27
2025-07-19,SKU-0012,Home,East,144.49,3,433.46
2025-07-19,SKU-0028,Apparel,West,26.65,2,53.3
2025-07-19,SKU-0050,Grocery,North,20.2,1,20.2
2025-07-19,SKU-0044,Toys,West,150.14,4,600.55
2025-07-19,SKU-0044,Toys,West,164.24,4,656.95
2025-07-19,SKU-0024,Toys,North,141.23,2,282.47
2025-07-19,SKU-0007,Electronics,East,404.21,1,404.21
2025-07-19,SKU-0032,Home,South,182.38,3,547.14
2025-07-19,SKU-0033,Apparel,West,88.65,4,354.59
2025-07-19,SKU-0031,Electronics,East,317.03,3,951.09
2025-07-19,SKU-0026,Electronics,North,376.21,4,1504.84
2025-07-19,SKU-0042,Home,North,153.44,4,613.76
2025-07-19,SKU-0026,Electronics,East,365.18,3,1095.55
2025-07-19,SKU-0036,Electronics,North,413.4,1,413.4
2025-07-19,SKU-0016,Electronics,East,227.31,2,454.62
2025-07-19,SKU-0021,Electronics,North,435.12,2,870.24
2025-07-19,SKU-0037,Home,East,79.58,2,159.16
2025-07-19,SKU-0008,Apparel,West,57.15,2,114.31
2025-07-19,SKU-0027,Home,South,137.48,4,549.91
2025-07-19,SKU-0015,Grocery,North,27.17,3,81.52
